PTSDpubs ID,Study ID,Analysis Type,Treatment Name,Standardized Treatment Name,Intervention Group,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point,Diagnostic Change Definition Number,Diagnostic Change Definition,Percent Achieved Diagnostic Change,Diagnostic Change Numerator for Percent Achieved,Diagnostic Change Denominator for Percent Achieved,Clinically Meaningful Response Definition Number,Clinically Meaningful Response Definition,Percent Achieved Clinically Meaningful Response,Clinically Meaningful Response Numerator for Percent Achieved,Clinically Meaningful Response Denominator for Percent Achieved,Unique Row Identifier
1562230,nicholson2020,ITT,Alpha-rhythm electroencephalogram neurofeedback (EEG-NFB),Neurofeedback,A,,"""Bootstrapped 95%CI, number of repetitions = 100000"" (CI NR)",12,1,No longer met criteria for PTSD,0.611,11,18,,,,,,nicholson2020_ITT_A_12_1
1562230,nicholson2020,ITT,Sham control,Sham,B,,"""Bootstrapped 95%CI, number of repetitions = 100000"" (CI NR)",12,1,No longer met criteria for PTSD,0.333,6,18,,,,,,nicholson2020_ITT_B_12_1
51386,nidich2018,ITT,Transcendental meditation,Transcendental meditation,A,,,0,,,,,,1,≥10 point decrease on CAPS,0.612,,,nidich2018_ITT_A_0_1
51386,nidich2018,ITT,PE,Prolonged Exposure (PE),B,,,0,,,,,,1,≥10 point decrease on CAPS,0.415,,,nidich2018_ITT_B_0_1
51386,nidich2018,ITT,PTSD health education,Psychoeducation,C,,,0,,,,,,1,≥10 point decrease on CAPS,0.323,,,nidich2018_ITT_C_0_1
38273,nijdam2012,ITT,Brief eclectic psychotherapy,Brief Eclectic Psychotherapy (BEP),A,,,0,1,Not meeting criteria for PTSD according to SI-PTSD,0.857,36,42,,,,,,nijdam2012_ITT_A_0_1
38273,nijdam2012,ITT,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),B,,,0,1,Not meeting criteria for PTSD according to SI-PTSD,0.937,45,48,,,,,,nijdam2012_ITT_B_0_1
37920,niles2012,Completer,Mindfulness,Mindfulness,A,,,0,,,,,,1,20-point change on CAPS,0.385,5,13,niles2012_Completer_A_0_1
37920,niles2012,Completer,Mindfulness,Mindfulness,A,,,0,,,,,,2,10-point change on PCL-M,0.538,7,13,niles2012_Completer_A_0_2
37920,niles2012,Completer,Psychoeducation,Psychoeducation,B,,,0,,,,,,1,20-point change on CAPS,0.071,1,14,niles2012_Completer_B_0_1
37920,niles2012,Completer,Psychoeducation,Psychoeducation,B,,,0,,,,,,2,10-point change on PCL-M,0.077,1,13,niles2012_Completer_B_0_2
52065,norman2019,Completer,Concurrent Treatment for PTSD and Substance Use Disorder Prolonged Exposure (COPE),Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),A,,,0,1,CAPS score <12,0.2222,8,36,,,,,,norman2019_Completer_A_0_1
52065,norman2019,Completer,Concurrent Treatment for PTSD and Substance Use Disorder Prolonged Exposure (COPE),Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),A,,,12,1,CAPS score <12,0.25,10,40,,,,,,norman2019_Completer_A_12_1
52065,norman2019,Completer,Concurrent Treatment for PTSD and Substance Use Disorder Prolonged Exposure (COPE),Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),A,,,26,1,CAPS score <12,0.3333,10,30,,,,,,norman2019_Completer_A_26_1
52065,norman2019,Completer,Seeking Safety (SS),Seeking Safety,B,,,0,1,CAPS score <12,0.0682,3,44,,,,,,norman2019_Completer_B_0_1
52065,norman2019,Completer,Seeking Safety (SS),Seeking Safety,B,,,12,1,CAPS score <12,0.0606,2,33,,,,,,norman2019_Completer_B_12_1
52065,norman2019,Completer,Seeking Safety (SS),Seeking Safety,B,,,26,1,CAPS score <12,0.1471,5,34,,,,,,norman2019_Completer_B_26_1
1586433,norman2022,Completer,Trauma‐Informed Guilt Reduction (TrIGR),Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,method NR; used available data at 6-month follow-up; subset of patients (n=124) meeting diagnostic criteria for PTSD at baseline,26,1,"Remission: ≥10‐point improvement in severity on the CAPS‐5, plus no longer meeting DSM‐5 symptom criteria, and severity <12 on the CAPS‐5",,,,,,,,,norman2022_Completer_A_26_1
1586433,norman2022,Completer,Trauma‐Informed Guilt Reduction (TrIGR),Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,method NR; used available data at 6-month follow-up; subset of patients (n=124) meeting diagnostic criteria for PTSD at baseline,26,2,"Loss of diagnosis: ≥10‐point improvement in severity on the CAPS‐5, plus no longer meeting DSM‐5 symptom criteria, and severity <25 on the CAPS‐5",0.5,,,,,,,,norman2022_Completer_A_26_2
1586433,norman2022,Completer,Trauma‐Informed Guilt Reduction (TrIGR),Trauma-focused cognitive behavioral therapy (TF-CBT),A,Complete case,method NR; used available data at 6-month follow-up; subset of patients meeting diagnostic criteria for PTSD at baseline,26,,,,,,1,≥10‐point improvement in severity on the CAPS‐5,0.67,,,norman2022_Completer_A_26_1
1586433,norman2022,Completer,Supportive Care Therapy (SCT),Supportive counseling,B,Complete case,method NR; used available data at 6-month follow-up; subset of patients (n=124) meeting diagnostic criteria for PTSD at baseline,26,1,"Remission: ≥10‐point improvement in severity on the CAPS‐5, plus no longer meeting DSM‐5 symptom criteria, and severity <12 on the CAPS‐5",,,,,,,,,norman2022_Completer_B_26_1
1586433,norman2022,Completer,Supportive Care Therapy (SCT),Supportive counseling,B,Complete case,method NR; used available data at 6-month follow-up; subset of patients (n=124) meeting diagnostic criteria for PTSD at baseline,26,2,"Loss of diagnosis: ≥10‐point improvement in severity on the CAPS‐5, plus no longer meeting DSM‐5 symptom criteria, and severity <25 on the CAPS‐5",0.14,,,,,,,,norman2022_Completer_B_26_2
1586433,norman2022,Completer,Supportive Care Therapy (SCT),Supportive counseling,B,Complete case,method NR; used available data at 6-month follow-up; subset of patients meeting diagnostic criteria for PTSD at baseline,26,,,,,,1,≥10‐point improvement in severity on the CAPS‐5,0.4,,,norman2022_Completer_B_26_1
41195,oehen2013,Completer,MDMA-assisted psychotherapy,MDMA-assisted psychotherapy,A,,,0,1,Not meeting criteria for PTSD,0,0,8,1,"Investigators' and patients' subjective impression of improvement and



CAPS score change >15 points and CAPS item #25 <3 and overall CAPS score <50",0.5,4,8,oehen2013_Completer_A_0_1
41195,oehen2013,Completer,Low-dose MDMA-assisted psychotherapy,MDMA-assisted psychotherapy,B,,,0,1,Not meeting criteria for PTSD,,,,1,"Investigators' and patients' subjective impression of improvement and



CAPS score change >15 points and CAPS item #25 <3 and overall CAPS score <50",0,0,4,oehen2013_Completer_B_0_1
28188,onder2006,ITT,Fluoxetine,Fluoxetine,A,,,0,,,,,,1,≥50% decline in total CAPS score,0.7632,29,38,onder2006_ITT_A_0_1
28188,onder2006,ITT,Moclobemide,Moclobemide,B,,,0,,,,,,1,≥50% decline in total CAPS score,0.6286,22,35,onder2006_ITT_B_0_1
28188,onder2006,ITT,Tianeptine,Tianeptine,C,,,0,,,,,,1,≥50% decline in total CAPS score,0.7667,23,30,onder2006_ITT_C_0_1
1580811,oprel2021,ITT,Prolonged exposure,Prolonged Exposure (PE),A,LOCF,Linear mixed models,52,1,≥6 point improvement on CAPS-5 from baseline + loss of CAPS-5 PTSD diagnosis + CAPS-5 score <12,0.29,14,48,1,≥6 point improvement on CAPS-5 from baseline,0.71,34,48,oprel2021_ITT_A_52_1
1580811,oprel2021,ITT,Prolonged exposure,Prolonged Exposure (PE),A,LOCF,Linear mixed models,52,2,Loss of CAPS-5 PTSD diagnosis,0.48,23,48,,,,,,oprel2021_ITT_A_52_2
1580811,oprel2021,ITT,Intensive prolonged exposure,Prolonged Exposure (PE),B,LOCF,Linear mixed models,52,1,≥6 point improvement on CAPS-5 from baseline + loss of CAPS-5 PTSD diagnosis + CAPS-5 score <12,0.27,14,51,1,≥6 point improvement on CAPS-5 from baseline,0.73,37,51,oprel2021_ITT_B_52_1
1580811,oprel2021,ITT,Intensive prolonged exposure,Prolonged Exposure (PE),B,LOCF,Linear mixed models,52,2,Loss of CAPS-5 PTSD diagnosis,0.59,30,51,,,,,,oprel2021_ITT_B_52_2
1580811,oprel2021,ITT,Skills training in affective and interpersonal regulation + prolonged exposure,Skills Training in Affect and Interpersonal Regulation (STAIR) followed by Prolonged Exposure (PE),C,LOCF,Linear mixed models,52,1,≥6 point improvement on CAPS-5 from baseline + loss of CAPS-5 PTSD diagnosis + CAPS-5 score <12,0.28,14,50,1,≥6 point improvement on CAPS-5 from baseline,0.7,35,50,oprel2021_ITT_C_52_1
1580811,oprel2021,ITT,Skills training in affective and interpersonal regulation + prolonged exposure,Skills Training in Affect and Interpersonal Regulation (STAIR) followed by Prolonged Exposure (PE),C,LOCF,Linear mixed models,52,2,Loss of CAPS-5 PTSD diagnosis,0.58,29,50,,,,,,oprel2021_ITT_C_52_2
1529973,orang2018,Completer,NET,Narrative Exposure Therapy (NET),A,,,12,1,PSS-I <15,0.7059,12,17,1,Reliable change index,0.4706,8,17,orang2018_Completer_A_12_1
1529973,orang2018,Completer,TAU,Supportive counseling,B,,,12,1,PSS-I <15,0.2941,5,17,1,Reliable change index,0.1176,2,17,orang2018_Completer_B_12_1
51494,otalora2018,ITT,Psychotherapy + higher-dose MDMA,MDMA-assisted psychotherapy,A,,,0,1,Not fulfilling diagnostic criteria for PTSD according to CAPS-IV,0.417,5,12,1,≥30% improvement on total CAPS-IV score,0.5,6,12,otalora2018_ITT_A_0_1
51494,otalora2018,ITT,Psychotherapy + lower-dose MDMA,MDMA-assisted psychotherapy,B,,,0,1,Not fulfilling diagnostic criteria for PTSD according to CAPS-IV,0.3333,3,9,1,≥30% improvement on total CAPS-IV score,0.556,5,9,otalora2018_ITT_B_0_1
51494,otalora2018,ITT,Psychotherapy + control dose MDMA,"Manualized therapy developed for use with psychedelics; followed patients' process with no agenda or solutions offered. Three preparatory sessions followed by two eight-hour MDMA sessions (with overnight observation), each drug session followed by three non-drug integrative sessions over one month and daily phone contact for a week. This arm given """"""""control"""""""" dose.",C,,,0,1,Not fulfilling diagnostic criteria for PTSD according to CAPS-IV,0.333,2,6,1,≥30% improvement on total CAPS-IV score,0.167,1,6,otalora2018_ITT_C_0_1
36061,panahi2011,Completer,Sertraline,Sertraline,A,,,0,,,,,,1,≥30% reduction in IES-R total score,1,32,32,panahi2011_Completer_A_0_1
36061,panahi2011,Completer,Sertraline,Sertraline,A,,,0,,,,,,2,CGI-I score of 1 or 2,0.4375,14,32,panahi2011_Completer_A_0_2
36061,panahi2011,ITT,Sertraline,Sertraline,A,,,0,,,,,,1,≥30% reduction in IES-R total score,1,35,35,panahi2011_ITT_A_0_1
36061,panahi2011,ITT,Sertraline,Sertraline,A,,,0,,,,,,2,CGI-I score of 1 or 2,0.4,14,35,panahi2011_ITT_A_0_2
36061,panahi2011,Completer,Placebo,Placebo,B,,,0,,,,,,1,≥30% reduction in IES-R total score,0.8,24,30,panahi2011_Completer_B_0_1
36061,panahi2011,Completer,Placebo,Placebo,B,,,0,,,,,,2,CGI-I score of 1 or 2,0.1333,4,30,panahi2011_Completer_B_0_2
36061,panahi2011,ITT,Placebo,Placebo,B,,,0,,,,,,1,≥30% reduction in IES-R total score,0.8,28,35,panahi2011_ITT_B_0_1
36061,panahi2011,ITT,Placebo,Placebo,B,,,0,,,,,,2,CGI-I score of 1 or 2,0.1143,4,35,panahi2011_ITT_B_0_2
1618957,peck2023,ITT,PE + financial incentives + TAU for OUD,Prolonged Exposure (PE) + financial incentive + Treatment as usual (TAU) for substance use,A,,Descriptive only,0,1,No longer meeting PTSD criteria on CAPS-5 for DSM-5,0.6,6,10,,,,,,peck2023_ITT_A_0_1
1618957,peck2023,ITT,PE + TAU for OUD,Prolonged Exposure (PE) + Treatment as usual (TAU) for substance use,B,,Descriptive only,0,1,No longer meeting PTSD criteria on CAPS-5 for DSM-5,0.4,4,10,,,,,,peck2023_ITT_B_0_1
1618957,peck2023,ITT,TAU for OUD,Treatment as usual (TAU) for substance use,C,,Descriptive only,0,1,No longer meeting PTSD criteria on CAPS-5 for DSM-5,0.4,4,10,,,,,,peck2023_ITT_C_0_1
1614713,peterson2023,ITT,Intensive Outpatient Program PE,Prolonged Exposure (PE),A,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,0,1,Loss of CAPS-5 PTSD diagnosis,0.48,,,1,CAPS-5 score decrease ≥10,0.53,,,peterson2023_ITT_A_0_1
1614713,peterson2023,ITT,Intensive Outpatient Program PE,Prolonged Exposure (PE),A,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,0,,,,,,2,PCL-5 score decrease ≥10,0.72,,,peterson2023_ITT_A_0_2
1614713,peterson2023,ITT,Intensive Outpatient Program PE,Prolonged Exposure (PE),A,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,20,1,Loss of CAPS-5 PTSD diagnosis,0.53,,,1,CAPS-5 score decrease ≥10,0.63,,,peterson2023_ITT_A_20_1
1614713,peterson2023,ITT,Intensive Outpatient Program PE,Prolonged Exposure (PE),A,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,20,,,,,,2,PCL-5 score decrease ≥10,0.63,,,peterson2023_ITT_A_20_2
1614713,peterson2023,ITT,Intensive Outpatient Program PE,Prolonged Exposure (PE),A,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,8,1,Loss of CAPS-5 PTSD diagnosis,,,,1,CAPS-5 score decrease ≥10,,,,peterson2023_ITT_A_8_1
1614713,peterson2023,ITT,Intensive Outpatient Program PE,Prolonged Exposure (PE),A,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,8,,,,,,2,PCL-5 score decrease ≥10,,,,peterson2023_ITT_A_8_2
1614713,peterson2023,ITT,Massed PE,Prolonged Exposure (PE),B,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,0,1,Loss of CAPS-5 PTSD diagnosis,0.62,,,1,CAPS-5 score decrease ≥10,0.68,,,peterson2023_ITT_B_0_1
1614713,peterson2023,ITT,Massed PE,Prolonged Exposure (PE),B,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,0,,,,,,2,PCL-5 score decrease ≥10,0.76,,,peterson2023_ITT_B_0_2
1614713,peterson2023,ITT,Massed PE,Prolonged Exposure (PE),B,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,20,1,Loss of CAPS-5 PTSD diagnosis,0.52,,,1,CAPS-5 score decrease ≥10,0.48,,,peterson2023_ITT_B_20_1
1614713,peterson2023,ITT,Massed PE,Prolonged Exposure (PE),B,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,20,,,,,,2,PCL-5 score decrease ≥10,0.72,,,peterson2023_ITT_B_20_2
1614713,peterson2023,ITT,Massed PE,Prolonged Exposure (PE),B,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,8,1,Loss of CAPS-5 PTSD diagnosis,,,,1,CAPS-5 score decrease ≥10,,,,peterson2023_ITT_B_8_1
1614713,peterson2023,ITT,Massed PE,Prolonged Exposure (PE),B,Mixed effects models,Generalized linear mixed models; entered values for proportions are model estimates,8,,,,,,2,PCL-5 score decrease ≥10,,,,peterson2023_ITT_B_8_2
1587109,pigeon2022,ITT,CBTi + CPT,Cognitive Behavioral Therapy for Insomnia (CBT-I) + Cognitive Processing Therapy (CPT),A,Imputed,penalized logistic regression of Firth,0,1,No longer meeting DSM-IV criteria for PTSD on CAPS,0.791,,,1,≥10 point decrease in total CAPS score,0.88,,,pigeon2022_ITT_A_0_1
1587109,pigeon2022,ITT,CBTi + CPT,Cognitive Behavioral Therapy for Insomnia (CBT-I) + Cognitive Processing Therapy (CPT),A,Imputed,penalized logistic regression of Firth,0,,,,,,2,total CAPS score <20,0.2,,,pigeon2022_ITT_A_0_2
1587109,pigeon2022,ITT,Waitlist + CPT,Cognitive Processing Therapy (CPT),B,Imputed,penalized logistic regression of Firth,0,1,No longer meeting DSM-IV criteria for PTSD on CAPS,0.5,,,1,≥10 point decrease in total CAPS score,0.739,,,pigeon2022_ITT_B_0_1
1587109,pigeon2022,ITT,Waitlist + CPT,Cognitive Processing Therapy (CPT),B,Imputed,penalized logistic regression of Firth,0,,,,,,2,total CAPS score <20,0.147,,,pigeon2022_ITT_B_0_2
44257,polusny2015,ITT,MBSR,Mindfulness-based stress reduction (MBSR),A,,,0,1,Not meeting criteria for PTSD according to 1/2 scoring rule for CAPS,0.4231,22,52,1,≥10-point reduction on CAPS score,0.6346,33,52,polusny2015_ITT_A_0_1
44257,polusny2015,ITT,MBSR,Mindfulness-based stress reduction (MBSR),A,,,0,,,,,,2,≥10-point reduction on PCL score,0.3654,19,52,polusny2015_ITT_A_0_2
44257,polusny2015,ITT,MBSR,Mindfulness-based stress reduction (MBSR),A,,,8,1,Not meeting criteria for PTSD according to 1/2 scoring rule for CAPS,0.5319,25,47,1,≥10-point reduction on CAPS score,0.6383,30,47,polusny2015_ITT_A_8_1
44257,polusny2015,ITT,MBSR,Mindfulness-based stress reduction (MBSR),A,,,8,,,,,,2,≥10-point reduction on PCL score,0.4894,23,47,polusny2015_ITT_A_8_2
44257,polusny2015,ITT,PCT,Present-Centered Therapy (PCT),B,,,0,1,Not meeting criteria for PTSD according to 1/2 scoring rule for CAPS,0.4386,25,57,1,≥10-point reduction on CAPS score,0.4912,28,57,polusny2015_ITT_B_0_1
44257,polusny2015,ITT,PCT,Present-Centered Therapy (PCT),B,,,0,,,,,,2,≥10-point reduction on PCL score,0.2281,13,57,polusny2015_ITT_B_0_2
44257,polusny2015,ITT,PCT,Present-Centered Therapy (PCT),B,,,8,1,Not meeting criteria for PTSD according to 1/2 scoring rule for CAPS,0.4737,27,57,1,≥10-point reduction on CAPS score,0.5263,30,57,polusny2015_ITT_B_8_1
44257,polusny2015,ITT,PCT,Present-Centered Therapy (PCT),B,,,8,,,,,,2,≥10-point reduction on PCL score,0.2807,16,57,polusny2015_ITT_B_8_2
45183,popiel2015,Completer,PE,Prolonged Exposure (PE),A,,,0,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.6517,58,89,,,,,,popiel2015_Completer_A_0_2
45183,popiel2015,ITT,PE,Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to SCID,0.6545,72,110,,,,,,popiel2015_ITT_A_0_1
45183,popiel2015,ITT,PE,Prolonged Exposure (PE),A,,,0,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.5364,59,110,,,,,,popiel2015_ITT_A_0_2
45183,popiel2015,ITT,PE,Prolonged Exposure (PE),A,,,52,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.753,,,,,,,,popiel2015_ITT_A_52_2
45183,popiel2015,Completer,Paroxetine,Paroxetine,B,,,0,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.6087,14,23,,,,,,popiel2015_Completer_B_0_2
45183,popiel2015,ITT,Paroxetine,Paroxetine,B,,,0,1,Not meeting criteria for PTSD according to SCID,0.4333,13,30,,,,,,popiel2015_ITT_B_0_1
45183,popiel2015,ITT,Paroxetine,Paroxetine,B,,,0,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.4667,14,30,,,,,,popiel2015_ITT_B_0_2
45183,popiel2015,ITT,Paroxetine,Paroxetine,B,,,52,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.643,,,,,,,,popiel2015_ITT_B_52_2
45183,popiel2015,Completer,PE + paroxetine,Prolonged Exposure (PE) + paroxetine,C,,,0,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.6538,17,26,,,,,,popiel2015_Completer_C_0_2
45183,popiel2015,ITT,PE + paroxetine,Prolonged Exposure (PE) + paroxetine,C,,,0,1,Not meeting criteria for PTSD according to SCID,0.5128,20,39,,,,,,popiel2015_ITT_C_0_1
45183,popiel2015,ITT,PE + paroxetine,Prolonged Exposure (PE) + paroxetine,C,,,0,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.322,19,59,,,,,,popiel2015_ITT_C_0_2
45183,popiel2015,ITT,PE + paroxetine,Prolonged Exposure (PE) + paroxetine,C,,,52,2,Absence of the minimal number of symptoms required for a PTSD diagnosis according to PDS,0.759,,,,,,,,popiel2015_ITT_C_52_2
44682,possemato2016,ITT,PTSD Coach mobile application with clinician support,Internet-based facilitated self-help,A,,,0,,,,,,1,Decrease in PCL ≥10 points,0.7,7,10,possemato2016_ITT_A_0_1
44682,possemato2016,ITT,PTSD Coach mobile application without clinician support,Internet-based facilitated self-help,B,,,0,,,,,,1,Decrease in PCL ≥10 points,0.375,3,8,possemato2016_ITT_B_0_1
1614949,possemato2022,Completer,Primary Care Brief Mindfulness Training,Mindfulness,A,,Chi-squared test,16,1,PCL-5 ≤31,0.4583,11,24,,,,,,possemato2022_Completer_A_16_1
1614949,possemato2022,Completer,Psychoeducation,Psychoeducation,B,,Chi-squared test,16,1,PCL-5 ≤31,0.12,3,25,,,,,,possemato2022_Completer_B_16_1
,possemato2024,,Primary care treatment integrating motivation and exposure (PC-TIME),Primary Care Treatment Integrating Motivation and Exposure (PC-TIME),A,,Chi-squared test,0,1,Loss of PTSD diagnosis on CAPS-5,,,,,,,,,possemato2024_NA_A_0_1
,possemato2024,,Primary care treatment integrating motivation and exposure (PC-TIME),Primary Care Treatment Integrating Motivation and Exposure (PC-TIME),A,,Chi-squared test,6,1,Loss of PTSD diagnosis on CAPS-5,,,,,,,,,possemato2024_NA_A_6_1
,possemato2024,,Primary care treatment as usual (PC-TAU),Treatment as usual (TAU),B,,Chi-squared test,0,1,Loss of PTSD diagnosis on CAPS-5,,,,,,,,,possemato2024_NA_B_0_1
,possemato2024,,Primary care treatment as usual (PC-TAU),Treatment as usual (TAU),B,,Chi-squared test,6,1,Loss of PTSD diagnosis on CAPS-5,,,,,,,,,possemato2024_NA_B_6_1
25144,power2002,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),A,,,0,,,,,,1,≥2 standard deviations from pre-treatment self-reported SI-PTSD mean of dysfunctional population in the direction of functionality,0.6667,18,27,power2002_Completer_A_0_1
25144,power2002,Completer,EMDR,Eye Movement Desensitization and Reprocessing (EMDR),A,,,0,,,,,,2,≥2 standard deviations from pre-treatment self-reported IES mean of dysfunctional population in the direction of functionality,0.6296,17,27,power2002_Completer_A_0_2
